Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,2,238,2,1,1,3,1,682,4,0,34,3,2,7,1,2,8381,7507,7,0,0,20,4,4,80,0,18,2,4,14,7,8,10,0
35,2,750,1,28,3,1,1,1596,2,1,46,4,2,2,3,1,3407,25348,1,0,0,17,3,4,80,2,10,3,2,10,9,6,8,0
29,2,1396,2,10,3,1,1,749,3,1,99,3,1,8,3,2,2642,2755,1,0,0,11,3,3,80,0,1,6,3,1,0,0,0,0
48,2,1108,1,15,4,4,1,1576,3,0,65,3,1,6,1,1,2367,16530,8,0,0,12,3,4,80,1,10,3,2,8,2,7,6,0
51,1,1150,1,8,4,1,1,179,1,1,53,1,3,4,4,2,10650,25150,2,0,0,15,3,4,80,0,18,2,3,4,2,0,3,1
38,1,508,1,6,4,1,1,1997,1,1,72,2,2,4,3,1,5321,14284,2,0,0,11,3,4,80,1,10,1,3,8,3,7,7,0
30,2,231,2,8,2,4,1,982,3,1,62,3,3,7,3,0,7264,9977,5,0,0,11,3,1,80,1,10,2,4,8,4,7,7,0
33,1,508,2,10,3,2,1,446,2,1,46,2,2,7,4,2,4682,4317,3,0,0,14,3,3,80,0,9,6,2,7,7,0,1,0
29,1,459,1,24,2,1,1,1868,4,1,73,2,1,6,4,2,2439,14753,1,0,1,24,4,2,80,0,1,3,2,1,0,1,0,1
30,2,945,2,9,3,3,1,1876,2,1,89,3,1,8,4,2,1081,16019,1,0,0,13,3,3,80,0,1,3,2,1,0,0,0,1
19,2,11810,1,3,1,3,1,201,2,0,79,3,1,2,2,2,1483,16102,1,0,0,14,3,4,80,0,1,3,3,1,0,0,0,0
28,2,529,1,2,4,1,1,364,1,1,79,3,1,2,3,2,3485,14935,2,0,0,11,3,3,80,0,5,5,1,0,0,0,0,1
46,2,669,2,9,2,3,1,118,3,1,64,2,3,7,4,2,9619,13596,1,0,0,16,3,4,80,0,9,3,3,9,8,4,7,1
33,2,575,1,25,3,1,1,1545,4,1,44,2,2,4,2,2,4320,24152,1,0,0,13,3,4,80,0,5,2,3,5,3,0,2,0
26,2,1330,1,21,3,3,1,1107,1,1,37,3,1,2,3,0,2377,19373,1,0,0,20,4,3,80,1,1,0,2,1,1,0,0,1
50,2,869,2,3,2,2,1,47,1,1,86,2,1,8,3,1,2683,3810,1,0,1,14,3,3,80,0,3,2,3,3,2,0,2,1
26,2,1349,1,23,3,1,1,560,1,0,90,3,1,6,4,0,2886,3032,1,0,0,22,4,2,80,2,3,3,1,3,2,0,2,0
35,2,737,2,10,3,3,1,1639,4,1,55,2,3,7,1,1,10306,21530,9,0,0,17,3,3,80,0,15,3,3,13,12,6,0,1
18,2,230,1,3,3,1,1,405,3,1,54,3,1,2,3,2,1420,25233,1,0,0,13,3,3,80,0,0,2,3,0,0,0,0,1
31,2,330,1,22,4,3,1,1389,4,1,98,3,2,4,3,1,6179,21057,1,0,1,15,3,4,80,2,10,3,2,10,2,6,7,1
29,1,746,2,24,3,5,1,1928,3,1,45,4,1,8,1,2,1091,10642,1,0,0,17,3,4,80,0,1,3,3,1,0,0,0,1
38,2,343,1,15,2,1,1,461,3,1,92,2,3,5,4,0,11510,15682,0,0,1,14,3,2,80,1,12,3,3,11,10,2,9,0
39,2,867,1,9,2,3,1,1936,1,1,87,3,2,4,1,1,5151,12315,1,0,0,25,4,4,80,1,10,3,3,10,0,7,9,0
26,2,1146,2,8,3,5,1,796,4,1,38,2,2,7,1,2,5326,3064,6,0,0,17,3,3,80,0,6,2,2,4,3,1,2,1
28,2,1179,1,19,4,3,1,1216,4,1,78,2,1,2,1,1,3196,12449,1,0,0,12,3,3,80,3,6,2,3,6,5,3,3,0
34,0,697,1,3,4,1,1,1115,3,1,40,2,1,6,4,1,2979,22478,3,0,0,17,3,4,80,3,6,2,3,0,0,0,0,0
34,2,182,1,1,4,1,1,797,2,0,72,4,1,6,4,2,3280,13551,2,0,0,16,3,3,80,0,10,2,3,4,2,1,3,0
24,2,1353,2,3,2,4,1,128,1,0,33,3,2,7,3,1,4999,17519,0,0,0,21,4,1,80,1,4,2,2,3,2,0,2,0
37,2,625,2,1,4,1,1,970,1,1,46,2,3,7,3,1,10609,14922,5,0,0,11,3,3,80,0,17,2,1,14,1,11,7,1
21,2,13340,1,10,3,1,1,1079,3,0,36,2,1,2,1,2,1416,17258,1,0,0,13,3,1,80,0,1,6,2,1,0,1,0,1
29,0,746,2,2,3,1,1,469,4,1,61,3,2,7,3,1,4649,16928,1,0,0,14,3,1,80,1,4,3,2,4,3,0,2,0
33,2,118,2,16,3,2,1,819,1,0,69,3,2,7,1,2,5324,26507,5,0,0,15,3,3,80,0,6,3,3,3,2,0,2,1
39,1,505,1,2,4,5,1,343,3,0,64,3,3,0,3,2,10938,6420,0,0,0,25,4,4,80,0,20,1,3,19,6,11,8,0
33,1,553,1,5,4,1,1,428,4,0,74,3,3,3,2,1,11878,23364,6,0,0,11,3,2,80,2,12,2,3,10,6,8,8,0
18,1,1306,2,5,3,2,1,614,2,1,69,3,1,8,2,2,1878,8059,1,0,1,14,3,4,80,0,0,3,3,0,0,0,0,1
37,2,161,1,10,3,1,1,2017,3,0,42,4,3,5,4,1,13744,15471,1,0,1,25,4,1,80,1,16,2,3,16,11,6,8,0
38,2,1261,1,2,4,1,1,271,4,1,88,3,2,4,3,1,6553,7259,9,0,0,14,3,2,80,0,14,3,3,1,0,0,0,0
22,2,6170,1,3,1,1,1,926,2,0,34,3,2,4,3,1,4171,10022,0,0,1,19,3,1,80,1,4,3,4,3,2,0,2,1
18,1,544,2,3,2,3,1,1624,2,0,70,3,1,8,4,2,1569,18420,1,0,1,12,3,3,80,0,0,2,4,0,0,0,0,1
40,2,1194,1,2,4,3,1,2051,3,0,98,3,1,6,3,1,2001,12549,2,0,0,14,3,2,80,3,20,2,3,5,3,0,2,0
33,2,1277,1,15,1,3,1,582,2,1,56,3,3,3,3,1,13610,24619,7,0,1,12,3,4,80,0,15,2,4,7,6,7,7,1
35,1,1199,1,18,4,1,1,2049,3,1,80,3,2,0,3,1,5689,24594,1,0,1,14,3,4,80,2,10,2,4,10,2,0,2,0
35,1,853,2,18,5,1,1,74,2,1,71,3,3,7,1,1,9069,11031,1,0,0,22,4,4,80,1,9,3,2,9,8,1,8,0
36,2,1174,2,3,4,2,1,1425,1,0,99,3,2,7,2,2,9278,20763,3,0,1,16,3,4,80,0,15,3,3,5,4,0,1,0
30,2,855,2,7,4,2,1,1428,4,0,73,3,2,7,1,0,4779,12761,7,0,0,14,3,2,80,2,8,3,3,3,2,0,2,0
21,1,756,2,10,1,5,1,478,1,0,99,2,1,8,2,2,2174,9150,1,0,1,11,3,3,80,0,3,3,3,3,2,1,2,1
39,2,722,2,24,1,2,1,2056,2,0,60,2,4,7,4,1,12031,8828,0,0,0,11,3,1,80,1,21,2,2,20,9,9,6,0
28,2,103,1,24,3,1,1,19,3,1,50,2,1,2,3,2,2028,12947,5,0,1,14,3,2,80,0,6,4,3,4,2,0,3,1
29,2,352,0,6,1,3,1,1865,4,1,87,2,1,1,2,1,2804,15434,1,0,0,11,3,4,80,0,1,3,3,1,0,0,0,0
44,2,621,1,15,3,3,1,1295,1,0,73,3,3,0,4,1,7978,14075,1,0,0,11,3,4,80,1,10,2,3,10,7,0,5,1
33,1,1296,1,6,3,1,1,692,3,1,30,3,2,0,4,0,7725,5335,3,0,0,23,4,3,80,1,15,2,1,13,11,4,7,0
40,2,1171,1,10,4,1,1,483,4,0,46,4,1,2,3,1,2213,22495,3,0,1,13,3,3,80,1,10,3,3,7,7,1,7,0
33,1,1303,1,7,2,1,1,1970,4,1,36,3,2,0,3,0,5968,18079,1,0,0,20,4,3,80,3,9,2,3,9,7,2,8,0
29,2,806,1,7,3,5,1,1299,2,0,39,3,1,2,3,0,3339,17285,3,0,1,13,3,1,80,2,10,2,3,7,7,7,7,1
34,2,1303,1,2,4,1,1,579,4,1,62,2,1,6,3,0,2768,8416,3,0,0,12,3,3,80,1,14,3,3,7,3,5,7,0
32,2,374,1,25,4,1,1,911,1,1,87,3,1,2,4,2,2795,18016,1,0,1,24,4,3,80,0,1,2,1,1,0,0,1,1
35,2,672,1,25,3,5,1,899,4,1,78,2,3,4,2,1,10903,9129,3,0,0,16,3,1,80,0,16,2,3,13,10,4,8,0
33,2,589,1,28,4,1,1,1549,2,1,79,3,2,2,3,1,5207,22949,1,0,1,12,3,2,80,1,15,3,3,15,14,5,7,0
31,2,1365,2,13,4,3,1,650,2,1,46,3,2,7,1,0,4233,11512,2,0,0,17,3,3,80,0,9,2,1,3,1,1,2,1
22,2,1136,1,5,3,1,1,284,4,1,60,4,1,6,2,0,2328,12392,1,0,1,16,3,1,80,1,4,2,2,4,2,2,2,0
26,1,887,1,5,2,3,1,848,3,0,88,2,1,6,3,1,2366,20898,1,0,1,14,3,1,80,1,8,2,3,8,7,1,7,1
50,2,1207,1,28,1,3,1,716,4,1,74,4,1,2,3,1,3221,3297,1,0,1,11,3,3,80,3,20,3,3,20,8,3,8,0
35,0,208,1,8,4,1,1,1630,3,0,52,3,2,0,3,1,4148,12250,1,0,0,12,3,4,80,1,15,5,3,14,11,2,9,0
26,2,471,1,24,3,5,1,622,3,1,66,1,1,2,4,2,2340,23213,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0,1
49,1,1475,1,28,2,1,1,1420,1,1,97,2,2,2,1,2,4284,22710,3,0,0,20,4,1,80,0,20,2,3,4,3,1,3,1
34,2,258,2,21,4,1,1,621,4,1,74,4,2,7,4,2,5337,19921,1,0,0,12,3,4,80,0,10,3,3,10,7,5,7,0
32,2,414,2,20,4,2,1,1862,3,1,82,2,2,7,2,2,9907,26186,7,0,1,12,3,3,80,0,7,3,2,2,2,2,2,1
30,2,10050,1,3,3,5,1,297,4,0,88,3,1,6,1,2,2657,8556,5,0,1,11,3,3,80,0,8,5,3,5,2,0,4,1
27,1,1337,0,22,3,0,1,1944,1,0,58,2,1,1,2,1,2863,19555,1,0,0,12,3,1,80,0,1,2,3,1,0,0,0,1
19,2,303,1,2,3,1,1,243,2,1,47,2,1,2,4,2,1102,9241,1,0,0,22,4,3,80,0,1,3,2,1,0,1,0,1
55,2,692,1,14,4,3,1,254,3,1,61,4,5,5,2,2,18722,13339,8,0,0,11,3,4,80,0,36,3,3,24,15,2,15,0
55,2,1311,1,2,3,1,1,505,3,0,97,3,4,3,4,2,16659,23258,2,0,1,13,3,3,80,0,30,2,3,5,4,1,2,0
29,2,1107,1,28,4,1,1,1120,3,0,93,3,1,6,4,0,2514,26968,4,0,0,22,4,1,80,1,11,1,3,7,5,1,7,0
30,1,464,1,4,3,5,1,514,3,1,40,3,1,6,4,2,2285,3427,9,0,1,23,4,3,80,0,3,4,3,1,0,0,0,1
18,0,247,1,8,1,3,1,1156,3,1,80,3,1,2,3,2,1904,13556,1,0,0,12,3,4,80,0,0,0,3,0,0,0,0,1
46,2,705,2,2,4,2,1,38,2,0,83,3,5,3,1,2,18947,22822,3,0,0,12,3,4,80,0,22,2,2,2,2,2,1,0
36,0,217,1,18,4,1,1,1133,1,1,78,3,2,4,4,2,7779,23238,2,0,0,20,4,1,80,0,18,0,3,11,9,0,9,0
41,2,548,1,9,4,1,1,1772,3,1,94,3,1,2,1,0,2289,20520,1,0,0,20,4,2,80,2,5,2,3,5,3,0,4,0
39,2,1162,2,3,2,3,1,445,4,0,41,3,2,7,3,1,5238,17778,4,0,1,18,3,1,80,0,12,3,2,1,0,0,0,1
45,2,1268,2,4,2,1,1,240,3,0,30,3,2,7,1,0,5006,6319,4,0,1,11,3,1,80,1,9,3,4,5,4,0,3,0
31,2,1112,2,5,4,1,1,1673,1,0,67,3,2,7,4,1,5476,22589,1,0,0,11,3,1,80,2,10,2,3,10,0,0,2,0
20,2,727,2,9,1,1,1,1680,4,1,54,3,1,8,1,2,2728,21082,1,0,0,11,3,1,80,0,2,3,3,2,2,0,2,0
32,2,964,2,1,2,1,1,1734,1,1,34,1,2,7,2,2,6735,12147,6,0,0,15,3,2,80,0,10,2,3,0,0,0,0,1
27,2,1167,1,4,2,1,1,1259,1,1,76,3,1,6,3,0,2517,3208,1,0,0,11,3,2,80,3,5,2,3,5,3,0,3,0
33,1,970,2,7,3,1,1,1114,4,0,30,3,2,7,2,1,4302,13401,0,0,0,17,3,3,80,1,4,3,3,3,2,0,2,0
37,2,370,1,10,4,3,1,1809,4,1,58,3,2,4,1,2,4213,4992,1,0,0,15,3,2,80,0,10,4,1,10,3,0,8,1
37,0,142,2,9,4,3,1,626,1,1,69,3,3,7,2,0,8834,24666,1,0,0,13,3,4,80,1,9,6,3,9,5,7,7,0
29,2,906,1,10,3,1,1,994,4,0,92,2,1,6,1,2,2404,11479,6,0,1,20,4,3,80,0,3,5,3,0,0,0,0,1
29,2,408,1,25,5,5,1,565,3,0,71,2,1,6,2,1,2546,18300,5,0,0,16,3,2,80,0,6,2,4,2,2,1,1,1
26,1,496,1,11,2,3,1,390,1,1,60,3,2,0,1,1,4741,22722,1,0,1,13,3,3,80,1,5,3,3,5,3,3,3,0
21,1,2510,1,10,2,1,1,1279,1,0,45,2,1,2,3,2,2625,25308,1,0,0,20,4,3,80,0,2,2,1,2,2,2,2,1
33,2,211,2,16,3,1,1,1758,1,0,74,3,3,7,1,2,8564,10092,2,0,1,20,4,3,80,0,11,2,2,0,0,0,0,1
24,2,984,1,17,2,1,1,1219,4,0,97,3,1,2,2,1,2210,3372,1,0,0,13,3,1,80,1,1,3,1,1,0,0,0,1
31,2,359,0,18,5,0,1,1842,4,1,89,4,1,1,1,1,2956,21495,0,0,0,17,3,3,80,0,2,4,3,1,0,0,0,1
44,2,1097,1,10,4,1,1,1200,3,1,96,3,1,6,3,2,2936,10826,1,0,1,11,3,3,80,0,6,4,3,6,4,0,2,1
39,1,711,1,4,3,3,1,1633,1,0,81,3,2,4,3,2,5042,3140,0,0,0,13,3,4,80,0,10,2,1,9,2,3,8,0
38,2,1206,1,9,2,1,1,1940,2,1,71,3,1,6,4,0,4771,14293,2,0,0,19,3,4,80,2,10,0,4,5,2,0,3,0
31,1,523,1,2,3,1,1,1464,2,1,94,3,1,2,4,1,3722,21081,6,0,1,13,3,3,80,1,7,2,1,2,2,2,2,1
34,1,296,2,6,2,2,1,555,4,0,33,1,1,8,3,0,2351,12253,0,0,0,16,3,4,80,1,3,3,2,2,2,1,0,1
29,2,1329,1,7,3,1,1,1260,3,1,82,3,2,0,4,0,6623,4204,1,0,1,11,3,2,80,2,6,2,3,6,0,1,0,0
46,2,1254,2,10,3,1,1,1869,3,0,64,3,3,7,2,1,7314,14011,5,0,0,21,4,3,80,3,14,2,3,8,7,0,7,1
41,2,465,1,14,3,1,1,227,1,1,56,3,1,6,3,0,2451,4609,4,0,0,12,3,1,80,1,13,2,3,9,8,1,8,0
